author,content,country,date_time,id,language,latitude,longitude,number_of_likes,number_of_shares
Twitter,"Your favorite events, right in your timeline! Follow a Moment for live updates from #Rio2016 https://t.co/IqXfQwA1ll
https://t.co/69ESnldu7V",,13/08/2016 18:05,7.64523e+17,en,,,831,243
Twitter,"Miss the #PerseidMeteorShower? Catch up with these photos and make a wish tonight.
🌠 https://t.co/CGedpvx0KB https://t.co/wehhzyodLW",,12/08/2016 22:25,7.64226e+17,en,,,933,303
Twitter,"Week 1 of the @Olympics: medals won, records shattered, and a whole lot of love — see what's happening at #Rio2016.
https://t.co/ER56CWsNmG",,12/08/2016 17:40,7.64154e+17,en,,,1160,386
Twitter,"@Jamesogrady99 Thanks, James! Nice shades 🕶",,12/08/2016 17:00,7.64145e+17,en,,,47,7
Twitter,"#TBT: before chasing #gold in Rio, see what athletes were up to on the #RoadToRio➡️ https://t.co/6gOkvSdJTx https://t.co/jDtSBnSHMM",,11/08/2016 20:20,7.63833e+17,en,,,769,160
Twitter,"See what's happening — sports on Twitter.
https://t.co/YOWKRTeFpV",,11/08/2016 17:00,7.63782e+17,en,,,903,224
Twitter,"There's a world full of interesting characters – follow the ones that stand out. #TwitterTips 🦄
https://t.co/SNweTiM9qR",,10/08/2016 20:24,7.63471e+17,en,,,1355,318
Twitter,Happening now! Cheer on @USAGym and hit follow for live updates about men’s gymnastics: https://t.co/QlgKKjJZn8 https://t.co/yxOGAMRJIo,,10/08/2016 19:18,7.63454e+17,en,,,786,170
Twitter,Now live: 74 new #Stickers to use and explore on Twitter! What's your favorite? We're pretty stuck on these. ⬇️ https://t.co/IMBmnwuOG3,,10/08/2016 17:22,7.63425e+17,en,,,1587,524
Twitter,Rio's the place to be on #TravelTuesday! Join athletes on a tour of #Rio2016 venues: https://t.co/qfGZ9dpmI6 https://t.co/sD0jTnCtOt,,09/08/2016 22:55,7.63147e+17,en,,,614,148
Twitter,"Happening now in Rio: women's gymnastics. Hit follow for live updates in your timeline as #TeamUSA goes for #Gold!
https://t.co/y35Wvtu8Gn",,09/08/2016 19:15,7.63091e+17,en,,,940,180
Twitter,"We've partnered with @TeamUSA to ask #USA athletes your Q's in our Red, White and #BlueRoom — ask with #AskTeamUSA!
https://t.co/H4HO2oR8RV",,09/08/2016 17:55,7.63071e+17,en,,,952,212
Twitter,Looking good #TeamUSA! https://t.co/QWfKoKucly,,08/08/2016 23:55,7.62799e+17,en,,,572,133
Twitter,"It's #InternationalCatDay — time for some Monday meow-tivation 😻

https://t.co/1FRj5eLq46 https://t.co/pTVaXLlsQM",,08/08/2016 18:35,7.62719e+17,en,,,1349,485
Twitter,"Live from #Rio2016, day three is underway! Hit follow to get the best #Olympics updates right in your timeline ⬇️
https://t.co/mBvPYxMt1l",,08/08/2016 17:25,7.62701e+17,en,,,688,174
Twitter,"After an exciting first day of #Rio2016 , see what's happening and who to watch on day two ⬇️
https://t.co/v48qVyva2Y",,07/08/2016 17:45,7.62344e+17,en,,,896,209
Twitter,"Get a different view of #Rio2016 — join @Reuters on a tour above the Marvelous City, from space! https://t.co/oYMEAhCKn9",,06/08/2016 21:55,7.62044e+17,en,,,863,264
Twitter,"#Rio2016 is officially underway! Stay close to all the big moments of day one here ➡️ https://t.co/mBvPYxMt1l
https://t.co/M2VFSHVYz6",,06/08/2016 16:50,7.61968e+17,en,,,1211,423
Twitter,"Happening now: the #OpeningCeremony — hit follow to get live updates from the #Olympics straight in your timeline. 
https://t.co/mBvPYxMt1l",,05/08/2016 23:30,7.61706e+17,en,,,1412,526
Twitter,"As the world gets ready to watch the #OpeningCeremony, what are you looking forward to most? #Rio2016",,05/08/2016 22:30,7.61691e+17,en,,,1218,416
Twitter,"Celebrate the biggest moments of #Rio2016 with new #Olympics emojis — from start to finish, and #bronze to #gold.
https://t.co/9pfWTKsLTx",,05/08/2016 21:50,7.61681e+17,en,,,2098,936
Twitter,"See the #OlympicGames through the eyes of #Rio2016 athletes from around the 🌍 on Twitter! #FollowFriday
https://t.co/GkfI0BOmpJ",,05/08/2016 20:20,7.61658e+17,en,,,562,160
Twitter,"Tap the ⚡️ to follow the best of #Rio2016 with Moments — now live in #AUS , #BRA, #CAN, #MEX, #GBR, and #USA. https://t.co/ezVvatv0LF",,05/08/2016 16:55,7.61607e+17,en,,,1079,254
Twitter,Gear up for the #OpeningCeremony and wave your team's flag with one of 207 emojis — Tweet with the hashtags below! https://t.co/U5SeFBrwGT,,04/08/2016 23:15,7.6134e+17,en,,,4442,2073
Twitter,@Kettles15 We can't wait either! #Rio2016,,04/08/2016 18:30,7.61268e+17,en,,,85,21
Twitter,"Meet the 10 athletes of the first @RefugeesOlympic team as they are welcomed in Rio. 

#ROT https://t.co/iphdm3tubE https://t.co/A1JQAt5gRi",,04/08/2016 17:30,7.61253e+17,en,,,912,370
Twitter,"On #NationalWatermelonDay, 🐶 + 🍉 = the sweetest hashtag of summer: https://t.co/G03AdsNyJe https://t.co/RBL1POaN45",,03/08/2016 22:05,7.6096e+17,en,,,1514,513
Twitter,"#TeamUSA selects its flag bearer for the #OpeningCeremony — congrats, @MichaelPhelps!

➡️ https://t.co/V9J2LtCj8J https://t.co/0k1XLYOshe",,03/08/2016 19:20,7.60918e+17,en,,,968,225
Twitter,"Set your thoughts in motion. Tweet to see who you inspire. #TwitterTips

For more💡: https://t.co/JMBg3mMb7k
https://t.co/Wtn3FZL2uK",,03/08/2016 16:22,7.60874e+17,en,,,880,285
Twitter,@VNL @bobbyhundreds 👊,,02/08/2016 20:59,7.60581e+17,und,,,65,23
Twitter,"@abbylanum knows what's up, @daxshepard1. Tap the GIF button! 👇 https://t.co/XV2MNb529y",,02/08/2016 19:15,7.60555e+17,en,,,100,30
Twitter,"In need of #TuesdayMotivation? These Tweets from #Rio2016 athletes are 💯
https://t.co/FlMBF6VBGT https://t.co/lYyurEuTEf",,02/08/2016 18:00,7.60536e+17,en,,,590,142
Twitter,Your favorite events. The best reactions.  Experience the best of #Rio2016 on Twitter: https://t.co/F7sqHNJuQs https://t.co/KRpRzi4UGL,,02/08/2016 13:33,7.60468e+17,en,,,1769,606
Twitter,"Will Smith, Cara Delevingne, and Margot Robbie at the #SuicideSquad premiere.
Tap ⬇️ to watch LIVE now!
https://t.co/Z0HlUbEpLd",,01/08/2016 22:02,7.60234e+17,en,,,945,324
Twitter,"Tonight: Watch the exclusive #SuicideSquad red carpet premiere – LIVE on Twitter.
https://t.co/Z0HlUbEpLd https://t.co/7DfBxY3Hda",,01/08/2016 21:00,7.60219e+17,en,,,1518,469
Twitter,Beards of a feather #StickTogether. https://t.co/fDGs70qeJW,,01/08/2016 18:36,7.60183e+17,en,,,4001,499
Twitter,"Congratulations, @MsFastTwitch! #TweetGoals 🏅 https://t.co/2VqjpmvuSh",,01/08/2016 16:17,7.60147e+17,en,,,1124,261
Twitter,"Stickers overboard! #StickTogether with @EthanDolan, @GraysonDolan, and crew. https://t.co/tUzu8Am73e",,31/07/2016 23:30,7.59894e+17,en,,,3991,1142
Twitter,Take it from @AndreaRussett — using stickers is easy as pie when you #StickTogether. https://t.co/2wBXrC96zd,,29/07/2016 20:35,7.59125e+17,en,,,1118,219
Twitter,"In 7️⃣ days, the #RoadToRio comes to an end and the games begin! Who's ready? https://t.co/7aV2Ckpm3m",,29/07/2016 19:05,7.59103e+17,en,,,1294,353
Twitter,"It's time to #StickTogether! Tap a sticker and explore how others used it on photos around the world.
https://t.co/PUo1ZtVNp1",,29/07/2016 16:50,7.59069e+17,en,,,3285,873
Twitter,"Tonight: Hillary Clinton at the #DemConvention. Tap below to watch LIVE now!
https://t.co/GjfWrsP3Uq",,29/07/2016 00:30,7.58822e+17,en,,,2940,1120
Twitter,"That feeling when you find the perfect sticker. Right, @ChachiGonzales? #StickTogether https://t.co/KtArkOBhiW",,28/07/2016 21:23,7.58775e+17,en,,,1733,343
Twitter,"#DemConvention final day: tap below to watch LIVE now! 
https://t.co/GjfWrsP3Uq",,28/07/2016 20:15,7.58758e+17,en,,,2990,1176
Twitter,"Want to join @AndreaRussett, @EthanDolan, @GraysonDolan, and the #StickTogether crew? Try using these four stickers. https://t.co/kkBlNLq4HO",,28/07/2016 17:58,7.58723e+17,en,,,2286,472
Twitter,"When you place a sticker on a photo, you #StickTogether with others around the world.
https://t.co/sibEWqSM08",,28/07/2016 15:04,7.58679e+17,en,,,17557,5564
Twitter,"Tonight: Biden, Kaine, and Obama at the #DemConvention. Watch LIVE now!
https://t.co/GjfWrsP3Uq",,28/07/2016 00:50,7.58465e+17,en,,,1724,684
Twitter,"Readying our cartwheels! Can't wait to #StickTogether with you tomorrow, Jordyn! https://t.co/LLK974EZ0j",,27/07/2016 23:55,7.58451e+17,en,,,425,86
Twitter,Practice makes perfect. Get ready to #StickTogether tomorrow. https://t.co/4k55nPxU4g,,27/07/2016 22:41,7.58432e+17,en,,,717,266
Twitter,"Now, everyone can use #Stickers on photos! Celebrate with us tomorrow as we #StickTogether . https://t.co/LOh2jygRno",,27/07/2016 22:38,7.58431e+17,en,,,4644,1313
Twitter,"#DemConvention day three: tap below to watch LIVE now!
https://t.co/GjfWrsP3Uq",,27/07/2016 20:20,7.58397e+17,en,,,2242,956
Twitter,#FreddieGray — charges have been dropped against three remaining officers: https://t.co/ICL1nZUMAm https://t.co/CMUU4ICw9Q,,27/07/2016 18:30,7.58369e+17,en,,,692,324
Twitter,@SnowShock35 Thanks for sharing! 👊,,27/07/2016 17:59,7.58361e+17,en,,,38,14
Twitter,"Start your own private party with Group Direct Messages.

More #TwitterTips 🎉
https://t.co/JMBg3mMb7k
https://t.co/jOYQB6WsrT",,27/07/2016 16:02,7.58332e+17,en,,,710,226
Twitter,"Tap below and watch LIVE now! 
#DemConvention 
https://t.co/GjfWrsP3Uq",,27/07/2016 00:45,7.58101e+17,en,,,1113,414
Twitter,"@_apsingh86 Stay tuned, Abhay! ✌️",,26/07/2016 22:43,7.5807e+17,en,,,50,16
Twitter,"Now live: day two of #DemsInPhilly.

Tap below to watch live video coverage of the #DemConvention on Twitter.
https://t.co/GjfWrsP3Uq",,26/07/2016 20:20,7.58034e+17,en,,,4000,1872
Twitter,"Now on Android! Turn on night mode to Tweet in the dark. 🌙
https://t.co/XVpmQeHdAk https://t.co/vrIDEM22vO",,26/07/2016 16:03,7.5797e+17,en,,,5643,4106
Twitter,"Watch #DemsInPhilly live on Twitter w/ Michelle Obama, Elizabeth Warren, and Bernie Sanders: https://t.co/GjfWrsP3Uq https://t.co/0UU5Esalr7",,26/07/2016 01:30,7.5775e+17,en,,,1216,350
Twitter,@T_Finke1 #YouGotThis 👊,,25/07/2016 21:54,7.57696e+17,und,,,36,14
Twitter,"Now live: day one of #DemsInPhilly. 

Tap below to watch live video coverage of the #DemConvention on Twitter.
https://t.co/ZnfWzrtDoJ",,25/07/2016 21:28,7.57689e+17,en,,,2243,1057
Twitter,"See what's happening: https://t.co/ChbWRrSJyK
https://t.co/r9AZd9rzI3",,25/07/2016 13:01,7.57561e+17,en,,,3385,1974
Twitter,"Tonight: Peter Thiel, Ivanka Trump, and Donald Trump at #RNCinCLE. Tap ⬇️ to watch the speeches live on Twitter. https://t.co/Cl0aAgWL9v",,22/07/2016 01:05,7.56294e+17,en,,,925,287
Twitter,"Designer &amp; artist @MeaganCignoli makes DIY look easy in her six-second projects on @Vine 🎨

https://t.co/pSIw1sWDyT
https://t.co/9uRvpiTFJh",,21/07/2016 23:26,7.56269e+17,en,,,1427,375
Twitter,@Lesdoggg ❤️ #LoveforLeslieJ,,21/07/2016 20:00,7.56217e+17,und,,,514,188
Twitter,"Happening now: day four of #RNCinCLE. 

Tap below to watch live video coverage of the #GOPConvention on Twitter. https://t.co/ppJtwlS11U",,21/07/2016 18:07,7.56189e+17,en,,,812,238
Twitter,"Tonight: Ted Cruz, Newt Gingrich, and Mike Pence live at #RNCinCLE. Tap ⬇️ to watch the speeches live on Twitter. https://t.co/ppJtwm9BTs",,21/07/2016 01:15,7.55934e+17,en,,,671,187
Twitter,We've created an online application process for anyone to request verified status on Twitter —see how via @NBCNews. https://t.co/owZARq35Na,,20/07/2016 23:00,7.559e+17,en,,,1887,880
Twitter,"When you see ⏪👆⏩ on a GIF, break it down — frame by frame.

Give these ScratchReels a scrub:
https://t.co/zS4NL4sZIr
https://t.co/3UzQwBEZln",,20/07/2016 20:17,7.55859e+17,en,,,799,244
Twitter,"Happening now: day three of #RNCinCLE. 

Tap below to watch live video coverage of the #GOPConvention on Twitter. https://t.co/ppJtwm9BTs",,20/07/2016 18:32,7.55833e+17,en,,,1181,389
Twitter,"Tonight: Mitch McConnell, Paul Ryan, and Chris Christie at #RNCinCLE. Tap ⬇️ to watch the speeches live on Twitter. https://t.co/Cl0aAgWL9v",,20/07/2016 01:13,7.55571e+17,en,,,430,128
Twitter,"A road for giants or volcanic formations? Take a #TravelTuesday walk on the Giant's Causeway to find out. 🌋
https://t.co/SDMI1tSQu0",,19/07/2016 21:42,7.55518e+17,en,,,743,201
Twitter,"Happening now: day two of #RNCinCLE. 

Tap below to watch live video coverage of the #GOPConvention on Twitter.
https://t.co/Cl0aAgWL9v",,19/07/2016 19:10,7.5548e+17,en,,,2359,821
Twitter,"Congrats @VictoriaOB_ and @JonathanOB_! Here's to your next chapter! 👏 🎉
https://t.co/mGWPKSrmgs",,18/07/2016 18:12,7.55103e+17,en,,,2052,795
Twitter,"As #WorldEmojiDay comes to a close, see the 🔝 Tweeted emojis around the 🌍 by country. https://t.co/HeiJwTYIdP",,18/07/2016 00:59,7.54843e+17,en,,,6142,3878
Twitter,"Nice timing, #EmojiMovie! #WorldEmojiDay https://t.co/WI2afYgf6j",,17/07/2016 23:52,7.54826e+17,en,,,539,135
Twitter,"So many new emojis! Which one will you use first? #WorldEmojiDay
https://t.co/bFdfKlwrf4",,17/07/2016 15:10,7.54695e+17,en,,,3764,1481
Twitter,"An emoji for every season. Ahead of #WorldEmojiDay, see which are Tweeted most each month. https://t.co/pXgLWEB3s2",,16/07/2016 19:39,7.544e+17,en,,,4806,2435
Twitter,"A military attempt to seize power from the government is unfolding in #Turkey — follow the Moment for updates.
https://t.co/nnl6QcnGTL",,15/07/2016 23:10,7.54091e+17,en,,,1806,1455
Twitter,"Nice moves, @TeamUSA!
#RoadToRio #FridayFeeling
https://t.co/Nlk7BOU0Y5",,15/07/2016 19:22,7.54033e+17,en,,,789,176
Twitter,"""Stay calm and keep on clicking.""
- @KeowWeeLoong 📸
https://t.co/bE7nh3qI4r",,15/07/2016 18:07,7.54015e+17,en,,,640,152
Twitter,"A tragic situation is unfolding in #Nice — tap ""Follow"" on this Moment for updated information in your timeline. https://t.co/7uPEp7xPYq",,14/07/2016 23:05,7.53727e+17,en,,,1722,1379
Twitter,"Happy Birthday, @SirPatStew! We love your photos — thanks for Tweeting! 🎉 https://t.co/NU2P8cDwvC",,13/07/2016 20:30,7.53326e+17,en,,,795,204
Twitter,"Be in the know. Get notified when your favorite accounts Tweet. #TwitterTips

Learn how: https://t.co/cARY5wt2VT
https://t.co/ETaquQFGKx",,13/07/2016 18:45,7.53299e+17,en,,,690,217
Twitter,¡Bienvenido! Twitter Moments is now live in Mexico! ⚡️ https://t.co/pD9hZWqAkk,,13/07/2016 17:50,7.53286e+17,en,,,561,157
Twitter,"@shgiroso What's up, Stephanie! Glad you're here! 😎",,12/07/2016 23:57,7.53015e+17,en,,,61,15
Twitter,@livingonthedirt Congratulations! Keep the photos coming! 👏 📸 🏕,,12/07/2016 23:33,7.53009e+17,en,,,45,9
Twitter,"@iSlimfit Glad you like the update, Wale! 🙌",,12/07/2016 21:35,7.5298e+17,en,,,44,11
Twitter,"This #TravelTuesday, choose your own adventure in Dubai.
https://t.co/RKRIRgnbpl
https://t.co/osZolXcUky",,12/07/2016 21:22,7.52977e+17,en,,,1289,392
Twitter,"@HipsterBUS You sure can, Jeff! Here's how: https://t.co/L0Xiitrg2z",,11/07/2016 20:34,7.52602e+17,en,,,35,12
Twitter,"Fans around the world shared over 14.2 million Tweets as @selecaoportugal won #Euro2016 ⚽️

https://t.co/odq9XDSUCX

https://t.co/jwhDvuvFzU",,11/07/2016 17:45,7.52559e+17,en,,,1424,495
Twitter,"After a month of matches, it comes down to one game: #POR vs. #FRA. Who will win the trophy? #EURO2016 https://t.co/MeDAlwPsq4",,10/07/2016 18:55,7.52215e+17,en,,,1869,794
Twitter,"The tragic situation is still evolving in #Dallas. Tap ""Follow"" on this Moment for updated info in your timeline. https://t.co/WB2oxrQ6tL",,08/07/2016 16:54,7.51459e+17,en,,,1319,500
Twitter,These tragedies must lead to action. We join the voices demanding racial justice now. #AltonSterling #PhilandoCastile,,08/07/2016 01:50,7.51232e+17,en,,,6623,4354
Twitter,"@TamaravanTol Thanks, Tamara! We love them too! https://t.co/U7m4Zt6gKf",,07/07/2016 20:52,7.51157e+17,en,,,180,61
Twitter,"@jaypeecarswell Welcome to Twitter, John Paul! 👊",,07/07/2016 20:05,7.51145e+17,en,,,54,12
Twitter,"Thanks for the love, @samsheffer. We're always listening and appreciate you sharing your story! #LoveTwitter https://t.co/fiCvP6e8JX",,06/07/2016 23:48,7.50839e+17,en,,,905,154
Twitter,"Sometimes a GIF is all you need to put a twist on a Tweet. Deal with it.

🕶 #TwitterTips https://t.co/JMBg3mMb7k
https://t.co/UHO1SN8zmh",,06/07/2016 21:07,7.50798e+17,en,,,665,219
Twitter,We're so glad to have you here with us! #GirlsWhoCode2016 ❤️ https://t.co/XZ8Dx3wsxN,,05/07/2016 22:36,7.50458e+17,en,,,933,198
Twitter,"Chill out this #TravelTuesday with the northern lights and wintry sights of Lapland, Finland. ❄️
https://t.co/wp4fBVMxZh",,05/07/2016 21:38,7.50444e+17,en,,,849,210
Twitter,"After an epic five-year journey through space, follow along with @NASA as #Juno enters Jupiter's orbit. https://t.co/GpY33Ea14F",,05/07/2016 03:55,7.50176e+17,en,,,1849,702
Twitter,Happy #4thOfJuly! Tap #Stickers to explore how people are lighting up Independence Day. 🇺🇸 https://t.co/NN7FfFnf2B,,04/07/2016 17:45,7.50023e+17,en,,,2874,762
Twitter,"See how the world is mourning the loss of Elie Wiesel, Nobel prize laureate, author, and Holocaust survivor. 

https://t.co/1w5uezJZU7",,02/07/2016 20:45,7.49343e+17,en,,,1961,1009
Twitter,"🇨🇦 Happy #CanadaDay! 🇨🇦
https://t.co/JacrZuCLYj",,01/07/2016 21:04,7.48986e+17,en,,,2210,737
Twitter,"It's party time, @katyperry! With 90 million on the guest list, we're gonna need a really big dance floor. ❤️ https://t.co/TiuHfZllPW",,01/07/2016 16:13,7.48912e+17,en,,,13298,5427
Twitter,"With our new viewing mode, it's now easier to explore the videos everyone’s Tweeting about. Watch more with a tap! https://t.co/XvnVcwOeyr",,30/06/2016 20:14,7.48611e+17,en,,,1954,642
Twitter,"Let the world weigh in by Tweeting a poll. #TwitterTips

🎯 https://t.co/JMBg3mMb7k
https://t.co/sjdTCLCvq0",,29/06/2016 18:14,7.48218e+17,en,,,709,284
Twitter,"@Kn0p3XX #Stickers can only be added to photos on a mobile device, however you can view, click, and explore them on web as well!",,27/06/2016 22:25,7.47556e+17,en,,,85,33
Twitter,"Make @VidCon last a liiiiittle longer with slow-motion portraits of @AndreaRussett, @CaseyNeistat, @smosh, and more! https://t.co/uNElvOjY5N",,27/06/2016 20:05,7.47521e+17,en,,,1264,277
Twitter,"@phanfanisonline Stay tuned, Sara! We're rolling this out over the next couple weeks.",,27/06/2016 17:49,7.47487e+17,en,,,43,18
Twitter,@TMoorehead627 Thanks Tyler! Have you tried popping them yet?🎈,,27/06/2016 17:45,7.47486e+17,en,,,43,14
Twitter,Connect your photos to the world with a visual spin on hashtags: tap #Stickers to peel back a fun new way to search. https://t.co/YVy7r53Nja,,27/06/2016 14:02,7.4743e+17,en,,,1052,611
Twitter,Coming soon! Unleash your creativity by adding fun #Stickers to your photos on Twitter: https://t.co/Ph92Oivyhy https://t.co/NZoM6nHenD,,27/06/2016 14:00,7.4743e+17,en,,,3723,2909
Twitter,Press play with @video for the latest from #vidcon2016. #FollowFriday  https://t.co/eie6HaWy5n,,24/06/2016 21:37,7.46457e+17,en,,,506,121
Twitter,"On #TakeYourDogToWorkDay, what's the best job for a 🐶 ?",,24/06/2016 19:05,7.46419e+17,en,,,892,348
Twitter,"When 13 @vine creators go to #CampUnplug, see what happens when things start getting real.
🏕 https://t.co/NOow3S8yHg
https://t.co/sb2TZNBT76",,24/06/2016 18:04,7.46404e+17,en,,,1546,305
Twitter,"#EUref — following the UK's decision to leave the EU, here's a look at what's happening. https://t.co/lNiOayOV4y",,24/06/2016 16:45,7.46384e+17,en,,,575,229
Twitter,"In the creative world of @pinot, pencils and paint brushes are magic wands ✍️
https://t.co/JJnuM20riJ
https://t.co/JFnssKb2Cj",,24/06/2016 00:40,7.46141e+17,en,,,2054,793
Twitter,"Days: 3⃣️
Fuel: ☀️
Flight: 💯

Watch @solarimpulse make solar aviation history after crossing the Atlantic.
https://t.co/CMiXQzcFNi",,23/06/2016 21:54,7.46099e+17,en,,,1161,340
Twitter,"Thanks for the ❤️, Kevin — and for sharing @JackBethmann's awesome video! #LoveTwitter https://t.co/K5ISlzYiry",,23/06/2016 20:48,7.46082e+17,en,,,514,101
Twitter,"With hours to go until polls close in Britain, see how people are talking about the historic #EURef. https://t.co/lNiOayOV4y",,23/06/2016 15:46,7.46007e+17,en,,,650,189
Twitter,"@bailsofhemp Same, us too! #YourHonestTwitterBio https://t.co/W41VeLV3el",,22/06/2016 18:14,7.45681e+17,en,,,118,35
Twitter,"Hydration is 🔑 
#YourHonestTwitterBio https://t.co/3iLS2i4HlH",,22/06/2016 17:46,7.45674e+17,en,,,609,148
Twitter,"Sometimes selfies don't go as planned — right, @JoeHaeg59? 😂 #NationalSelfieDay
https://t.co/8SS31bWzxm",,21/06/2016 23:13,7.45394e+17,en,,,1587,352
Twitter,"Now live: new ways to tap into @video on Twitter so you can shoot, watch, and create more! https://t.co/mdnG7Jly1n https://t.co/8XSZxELKCt",,21/06/2016 13:03,7.45241e+17,en,,,1119,586
Twitter,@captainswan46 Here's some more! Happy Birthday! https://t.co/TmCISJ1Gfl,,20/06/2016 22:43,7.45024e+17,en,,,84,31
Twitter,Happy #FirstDayOfSummer! Which emojis describe your summer plans?,,20/06/2016 19:40,7.44978e+17,en,,,1612,757
Twitter,We’ve acquired Magic Pony Technology to enhance our machine learning efforts and strength in video: https://t.co/Ds03vtC1dH,,20/06/2016 13:00,7.44878e+17,en,,,1156,744
Twitter,"The best Father's Day hashtag of all: #ThankYouDad.   

To dads everywhere, #HappyFathersDay! https://t.co/v6nhTnuiFz",,19/06/2016 14:55,7.44544e+17,en,,,1792,773
Twitter,"Weekends go quick — enjoy it! ✌
https://t.co/gdIdTqfWND",,18/06/2016 15:10,7.44186e+17,en,,,4159,1634
Twitter,"@LucindaLikes Welcome, Lucinda! Check out @TwitterFashion for all things 👗 👜 👠 on Twitter!",,17/06/2016 21:17,7.43916e+17,en,,,53,18
Twitter,@m1897 https://t.co/UA8IsTJjGA,,17/06/2016 18:35,7.43875e+17,und,,,185,94
Twitter,@McD180 Thanks for sharing! 💓,,17/06/2016 17:09,7.43853e+17,en,,,41,18
Twitter,"#ThankYouDad — ahead of Father's Day, today we're celebrating the dad community on Twitter: https://t.co/TFfJqhoG5Z https://t.co/TgyrpwoN0k",,17/06/2016 16:57,7.4385e+17,en,,,933,447
Twitter,"Watch how @yelldesign makes stop-motion magic, six seconds at a time: https://t.co/6m92qbEURV

https://t.co/qWq1Ts9Fpl",,16/06/2016 23:00,7.43579e+17,en,,,878,240
Twitter,"@DaniBorjabad6 Feliz cumpleaños, Dani! 🎈",,16/06/2016 22:44,7.43575e+17,es,,,29,14
Twitter,@funkypho3nix631 Sometimes a past Tweet is too good not to share again. https://t.co/xNmbdUBuV7,,16/06/2016 18:33,7.43512e+17,en,,,130,52
Twitter,@Jazz_2118 😊 Thanks! Who's your favorite person to follow?,,16/06/2016 16:40,7.43483e+17,en,,,43,14
Twitter,"12 hours in, see how people are Tweeting about @ChrisMurphyCT's gun violence #filibuster.

https://t.co/hiGR6mbDyd https://t.co/LLz3YgOD7P",,16/06/2016 04:46,7.43304e+17,en,,,3130,2030
Twitter,We're delighted you noticed! ❤️ https://t.co/rlbtSKoRL3,,15/06/2016 23:15,7.4322e+17,en,,,1706,225
Twitter,Ready to go live? Now everyone can tap a new button on iOS &amp; Android to easily broadcast on #Periscope from Twitter! https://t.co/tedpUN1QMA,,15/06/2016 19:18,7.43161e+17,en,,,3093,1804
Twitter,"Start a conversation on the right 🎶 by replying to a Tweet. 

Watch more #TwitterTips:
https://t.co/JMBg3mMb7k
https://t.co/txkQaD1o69",,15/06/2016 16:45,7.43122e+17,en,,,731,218
Twitter,"@frattaloneee You got it, Corrina ❗️❗️❗️",,15/06/2016 00:09,7.42872e+17,en,,,52,12
Twitter,"Onstage and off, see how Hamilton's @Lin_Manuel is Broadway's Twitter genius: https://t.co/5NVScrM0FH 🎭 https://t.co/E44TiUKoq2",,14/06/2016 20:31,7.42817e+17,en,,,655,190
Twitter,"@deejayfaremi Once per Tweet — make it count! As with all Retweets, you're able to undo and repeat at any time.",,14/06/2016 18:26,7.42785e+17,en,,,40,21
Twitter,@BFostersbox #RetweetYourself 👍,,14/06/2016 17:44,7.42775e+17,und,,,36,16
Twitter,"@Presh_WhatThaF Yes! A protected account will still be able to Retweet any Tweet, but they'll only be visible to that account's Followers.",,14/06/2016 17:22,7.42769e+17,en,,,34,14
Twitter,"@m_a_tt_o_ Hi Mattias, starting today you can Retweet any of your past Tweets! Perfect for when one of those applies. 👌",,14/06/2016 16:57,7.42763e+17,en,,,30,15
Twitter,@truthfulself https://t.co/HWLIpUsHnP,,14/06/2016 16:49,7.42761e+17,und,,,59,24
Twitter,"@rclbeauty101 ✨ Wish granted, Rachel! #RetweetYourself",,14/06/2016 16:45,7.4276e+17,en,,,620,86
Twitter,"@AmberHess2019 🚨 Fire Tweets alert! 🚨 You got it Amber, now you can!",,14/06/2016 16:42,7.42759e+17,en,,,31,10
Twitter,@melissa_fox75 Now you can do it any time! Try it out and let us know what you think. 😃,,14/06/2016 16:40,7.42759e+17,en,,,24,9
Twitter,"@toddmotto You got it, Todd — starting today, now you can! #RetweetYourself",,14/06/2016 16:35,7.42757e+17,en,,,45,27
Twitter,@SteveMartinToGo YES!,,14/06/2016 16:32,7.42757e+17,und,,,74,19
Twitter,"@AlexaAbrams Hilarious + accurate = #RetweetYourself. We're rolling this out today Alexa, so now you can!",,14/06/2016 16:27,7.42755e+17,en,,,26,12
Twitter,"@sem5661 You're right, Sydney — they sure do. Now you can tap to Retweet any of your older Tweets! 🙌",,14/06/2016 16:24,7.42755e+17,en,,,20,11
Twitter,Now you can easily Retweet or Quote Tweet yourself with just a few taps. Pick an old favorite and give it a try! 🔄 https://t.co/bUj4ezQNOJ,,14/06/2016 16:03,7.42749e+17,en,,,2183,2056
Twitter,#OrlandoUnited — the world comes together to express that #LoveIsLove https://t.co/jmlILcRqyE,,13/06/2016 20:20,7.42451e+17,en,,,4297,2137
Twitter,"@prastyphylia Thanks, glad you like it! 😊",,10/06/2016 22:55,7.41403e+17,en,,,61,17
Twitter,"#Euro2016 kicks off tonight in Paris, but great sporting moments happen on Twitter, every single day. 🔥
https://t.co/pXeG5uskyZ",,10/06/2016 18:20,7.41334e+17,en,,,1386,566
Twitter,Light up @LaTourEiffel in the colors of your team during #EURO2016 — just Tweet with your country's hashtag! https://t.co/LLT1UYWBpZ,,10/06/2016 17:43,7.41325e+17,en,,,489,200
Twitter,"In light of recent events, learn more about account security on Twitter and what we’re doing to keep yours safe. https://t.co/Hug5cLr6r8",,10/06/2016 00:38,7.41067e+17,en,,,1273,825
